,Cg,Acb,TC,AI,AI-b,AIP,MDThal,DpMe,Au,BLP,BLA,BMA,CA,Cl,PMCo,CPu,PnO,Hipp,Ect,LEnt,Ent,DEn,En,IC,LDThal,CauThal,LS,Mamm,M1,M2,M,SC,MS,DP,MO,VO,PAG,PS,PRh,Pir,PrL,VLThal,RSC,RSC-b,RSA,VMThal,SuC,ot,SN,S2,S1,S1-b,SuM,TeA,Ins,V,V-b,VTA,Cg,Acb,TC,AI,AI-b,AIP,MDThal,DpMe,Au,BLP,BLA,BMA,CA,Cl,PMCo,CPu,PnO,Hipp,Ect,LEnt,Ent,DEn,En,IC,LDThal,CauThal,LS,Mamm,M1,M2,M,SC,MS,DP,MO,VO,PAG,PS,PRh,Pir,PrL,VLThal,RSC,RSC-b,RSA,VMThal,SuC,ot,SN,S2,S1,S1-b,SuM,TeA,Ins,V,V-b,VTA
SuC,0.0,0.0,0.002252294,6.83252e-05,4.67676e-05,1.20737e-05,0.001939236,0.021134013,9.06828e-06,0.0,0.0,0.000720593,9.47039e-05,0.0,2.74372e-05,0.0,0.020222254,0.003052443,0.0,0.0,0.0,0.0,0.0,0.024086225,0.000397081,0.007261196,0.000367718,0.0,0.0,0.0,0.0,0.003511789,0.0,0.0,0.0,0.0,0.07089672,0.0,7.97519e-07,0.000285116,0.0,0.003311744,0.0,0.0,0.0,0.000913418,0.089600837,0.001146779,0.000163071,0.000197925,7.24571e-05,8.44621e-05,0.0,0.0,1.38795e-05,0.0,0.0,0.000929722,0.0,0.0,0.003348717,0.0,0.0,0.0,0.005973981,0.124591845,0.0,0.0,0.0,0.000410432,0.000127957,0.0,0.0,0.0,0.057981476,0.007494084,0.0,0.0,0.0,0.0,0.0,0.139268691,0.0,0.044617372,0.0,0.0,0.0,0.0,0.0,0.021222866,0.0,0.0,0.0,0.0,0.190497461,0.0,0.0,0.0,0.0,0.003075832,0.0,0.0,0.0,0.004362747,0.298226944,0.00211279,0.002832398,0.000115613,6.13945e-05,0.0,0.0,0.0,0.0,0.000294668,0.0,0.010421472
ot,0.0,0.0,0.0,0.0,0.0,0.0,0.008803305,0.0,0.0,0.011607781,0.006099587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41681e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001391487,0.0,0.0,0.0,0.0,0.000812416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071274908,0.062053709,0.029168567,0.014348793,0.018936295,0.035274903,0.0,0.128896006,0.069201245,0.022199698,0.008069115,0.001677469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049485607,0.04850881,0.035274903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002754268,0.0,0.013093461,0.0,0.0,0.0,0.0,0.003417061,0.0,0.0,0.0,0.005347586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03150478
SN,0.0,0.0,0.0,0.00019785,0.000123934,0.00018127,0.013834418,0.0,0.0,0.0,0.0,5.62813e-05,0.0,0.0,0.000127555,0.0,0.006032462,0.001281412,0.0,0.0,0.0,0.0,0.0,0.001500543,0.0,0.00040098,0.000365933,0.000208433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065643326,0.0,0.0,0.000786195,0.000110843,0.001172839,0.0,0.0,0.0,0.002243994,0.051516404,0.0,0.0,0.000931053,0.000640101,0.000465868,0.001229575,0.0,0.000300741,0.0,6.89647e-06,0.01048895,0.0,0.133818597,0.037940369,0.011728735,0.006165489,0.0,0.036719316,0.606084129,0.0,0.0,0.0,0.0,0.011380453,0.012443869,0.0,4.293063223,0.005652742,0.004699382,0.0,0.001504845,0.001247413,0.003933672,0.001966836,0.602086517,0.008332187,0.008519906,0.01011845,0.0,0.0,0.0,0.0,0.0,0.005309534,0.002549236,0.004984022,0.001219077,0.153451595,0.0,0.0,0.000294334,0.005675864,0.004838321,0.022936232,0.015290821,0.022936232,0.092201898,0.52146718,0.053140489,0.007579487,0.0,0.001217591,0.000934885,0.0,0.0,0.0,4.822e-05,0.0,0.034332341
S2,0.0,0.0,1.80107e-05,0.0,0.0,0.008129004,0.000208198,4.2618e-05,0.010752386,0.0,0.0,0.0,0.000314397,0.001989733,0.0,0.006140876,0.002999142,0.004290617,0.018430756,0.0,0.0,0.0,0.0,0.0,2.46754e-06,2.53535e-06,0.001447031,0.0,0.014354538,0.002546842,0.00845069,2.2068e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.019205625,0.0,0.0,0.000702358,0.0,0.0,0.0,0.001293053,0.0,0.0,0.0,0.728873371,0.222181835,0.063881645,0.0,0.01592698,0.140602567,0.0,0.0,0.0,0.0,0.022482768,0.0,0.063906214,0.082388534,0.10565857,0.001192976,0.06269308,0.012367048,0.0,0.0,0.0,0.0,0.047579762,0.0,1.665066333,0.005854332,0.002893138,0.0,0.0,0.0,0.0,0.0,0.058968774,0.0,0.017288419,0.000672954,0.0,0.828155636,0.250508001,0.539331819,0.000906605,0.0,0.013984795,0.0,0.005831948,0.0,0.0,0.020799472,0.0,0.0,0.00038249,0.0,0.0,0.0,0.112943998,0.024895456,0.0,0.02181669,0.82204246,0.618545217,0.337997606,0.0,0.0,0.368155024,0.0,0.0,0.000347832
S1,0.000538045,0.001638911,2.70792e-05,0.003442784,0.017897205,0.014846793,0.000129104,0.000343024,0.006719446,0.000249339,0.00017352,3.60941e-05,0.001512154,0.013045648,5.24794e-05,0.446540886,0.001256304,0.001388187,0.01867876,0.003744483,0.00189348,0.002967047,0.001527088,0.000350373,6.17694e-06,7.97238e-05,0.005761608,0.0,0.226925626,0.065177326,0.146051476,6.51472e-07,0.0,0.0,0.0,0.0,0.0,1.66686e-05,0.016429378,0.00242834,0.0,0.000285999,0.0,3.23379e-06,0.0,0.001526638,4.17785e-05,0.000624404,9.61535e-06,0.345058776,0.248186326,0.053111251,0.0,0.017584586,0.109260601,3.92484e-06,1.14895e-05,3.87959e-05,0.0,0.011209651,0.000130566,0.023253549,0.049900387,0.043508323,0.001129379,0.051706979,0.022072955,0.000523971,0.000456305,0.0,0.001351338,0.031123894,0.0,1.800030998,0.004688999,0.000941026,0.006200116,0.0,0.0,0.0042313,0.002188354,0.050762708,0.0,0.008699809,0.003344397,1.59315e-07,0.905638733,0.227252284,0.566445509,0.000672794,0.0,0.003496199,0.0,0.001457987,0.0,0.0,0.012580098,0.001571638,0.0,9.56225e-05,0.0,0.0,0.0,0.091002408,0.023292814,0.000315568,0.035409045,0.562299218,0.422490442,0.177855089,0.0,0.00651599,0.199018574,0.0,0.0,0.003978913
S1-b,0.009268185,0.006616777,0.000138316,0.000863374,0.001482245,0.006224786,0.000293873,0.000620117,0.044737406,0.0,5.54651e-05,2.54905e-05,0.0,0.004141912,0.0,0.038399647,0.004515677,0.003091724,0.025108124,0.025695924,0.012936491,0.00187455,0.000937275,0.001217794,1.45087e-05,1.26853e-05,9.63146e-05,2.02891e-05,0.009541123,0.016664869,0.013102996,2.38845e-05,0.000161621,0.006969503,0.000540045,0.007240846,0.026444675,0.00025908,0.022695025,0.014660331,0.001939492,0.003486345,0.00335443,0.002333388,0.00335443,5.41995e-05,0.002643277,0.0,4.5311e-05,0.003961367,0.000990342,0.181444336,4.60063e-06,0.038981154,0.0,0.007635303,0.002770444,0.00014124,0.047275534,0.033601142,0.002056758,0.00254219,0.002351784,0.000889291,0.002831932,0.100674063,0.166496819,0.00095821,0.000595626,7.52547e-05,0.0,0.005032244,0.0,1.058241801,0.035083292,0.002268317,0.036838729,0.024375956,0.012298527,0.004412586,0.002219774,0.071297857,0.019815929,0.029421035,0.000254374,8.93495e-06,0.43828988,0.437127574,0.437708727,0.003871425,0.0,0.031517694,0.004530882,0.039438204,0.113227057,0.001076772,0.017769514,0.0113858,0.017839246,0.005776453,0.01119054,0.007662683,0.01119054,0.077509533,0.158844439,0.0,0.015898413,0.157075412,0.071790013,0.418067325,0.000130151,0.076649849,0.002694126,0.03690203,0.013895019,0.004624905
SuM,0.021888285,0.0,0.06253894,0.0,0.000322037,0.0,0.01076822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001157301,0.052123961,0.0,0.041467444,0.030176992,0.000986916,0.000493458,0.0,0.0,0.000587848,0.029110059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003205441,0.0,0.0,0.002026614,0.0,0.0,0.0,0.007741506,0.010046347,0.007400606,0.010046347,0.009181981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020607,0.000393708,0.0,0.0,0.0,0.188967117,0.0,0.0,0.0,0.00598914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221968101,0.0,0.0,0.056626698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004028148,0.0,0.0,0.009173198,0.0,0.006000851,0.0,0.0,0.0,0.0,0.000395823,0.002223005,0.000395823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TeA,0.0,0.029027413,8.8554e-05,0.017315141,0.015056163,0.010020226,0.003700406,0.000853069,0.0,0.016438199,0.012464197,0.000664165,0.005804762,0.019533554,0.001077743,0.65495304,0.0,0.0,0.166250364,0.031057938,0.015528969,0.005379749,0.003189256,0.000786791,0.0,0.000252924,0.000186,0.0,0.040391091,0.017961836,0.029176464,0.000152844,0.0,0.002609863,0.00031009,0.001264084,0.00377141,0.0,0.019712353,0.013870007,0.000800214,0.002766034,0.0,0.0,0.0,0.001251893,0.015365578,0.007632543,0.000272368,0.079714428,0.03501868,0.013474573,0.0,0.312899961,0.031037639,0.008359891,0.003189823,0.000203653,0.0,0.0,0.0,0.087707544,0.07359647,0.108162207,0.004615345,0.034869761,0.053569196,0.126098332,0.092653908,0.008306857,0.038654013,0.058201972,0.0,1.932409715,0.000762458,0.0,0.330642359,0.0,0.0,0.003998326,0.001999163,0.021540893,0.016301825,0.034827818,0.000356872,0.0,0.240420764,0.134041306,0.187231035,0.007582044,0.0,0.025269702,0.0,0.005589793,0.027401846,0.0,0.008477423,0.0,0.0,0.000985518,0.0,0.001438564,0.0,0.018579565,0.160204675,0.022970527,0.006755151,0.216383406,0.100407228,0.057394531,0.0,0.250374974,0.117613243,0.174426399,0.120674499,0.00357327
Ins,0.0,0.0,0.0,0.020276308,0.04995119,0.205945282,0.0,0.007574283,0.0,0.015060718,0.008221653,0.000748697,0.02142855,0.079256976,0.0,1.198202558,0.003089042,0.0,0.027954151,0.05930258,0.02965129,0.015682162,0.009984553,0.007156699,0.0,0.001373719,0.0,2.42023e-05,0.159961315,0.083286377,0.121623846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036423191,0.045142658,0.0,0.0,0.0,0.0,0.0,0.000656949,0.0,0.0,0.000411804,0.074302075,0.041020463,0.000378249,0.000447151,0.0,0.464818693,0.0,0.0,0.0,0.0,0.0,0.0,0.093067801,0.164890506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008446034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001578103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021166047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V,0.02688476,0.000552006,0.000156905,0.000396423,0.000319411,0.000209119,0.000906735,0.0,0.006775732,0.0,0.0,6.73446e-05,0.0,0.000438689,2.51938e-06,0.06533967,0.000193452,0.000568566,4.31197e-06,0.001998937,0.00136035,2.87899e-05,1.50469e-05,0.000160629,9.79188e-05,3.15769e-05,0.000927193,0.000467494,0.009959395,0.01060789,0.010283643,5.2355e-05,0.000101924,0.001370547,0.00038472,0.005389568,0.001840959,0.000643636,0.000569979,0.001094003,0.000883291,0.00379103,0.063778922,0.056157748,0.063778922,4.454e-05,0.0,0.0,0.000155252,0.000292051,0.000337387,0.005089029,7.27274e-05,0.006097298,0.00019902,0.091303134,0.04825214,5.09066e-05,0.157409302,0.015358648,0.000901,0.003440191,0.002382716,0.00475509,0.005903993,0.046806676,0.023852923,0.002366224,0.001777836,0.001682035,0.002725138,0.004902191,0.00120103,0.994315336,8.14326e-05,0.01763897,0.116311874,0.019932492,0.013541219,0.001257794,0.001032404,0.002118575,0.327162781,0.076410342,0.003899948,0.000174682,0.140575837,0.228281007,0.184428422,0.015665315,0.00057298,0.019944946,0.008208476,0.067203072,0.006590039,0.012652909,0.003914567,0.005744241,0.01674751,0.008444458,0.224991741,0.195948246,0.224991741,0.045084725,0.212801461,0.003803645,0.005561285,0.008244987,0.002497681,0.046642555,0.0,0.101571893,0.004479394,0.620894802,0.433650776,0.0
V-b,0.00580787,0.000552006,0.004034316,0.0,0.0,0.0,0.001835589,0.0,0.0,0.0,0.0,3.7763e-05,0.0,0.0,0.0,0.007778207,0.03418486,0.000605145,0.0,0.013075874,0.009638936,0.0,0.0,0.003716773,3.87865e-05,0.000630174,0.001032877,0.000467494,0.0,0.001979597,0.000989799,0.000237362,0.000101924,0.0,1.70185e-05,0.0,0.04104741,0.005696032,0.000237973,0.0,8.07906e-05,0.001358542,0.020407318,0.018037785,0.020407318,2.45871e-06,0.063691317,0.001460798,0.000631791,0.0,0.0,2.0703e-05,0.000108494,0.014993256,0.0,0.080946693,0.143403825,7.11252e-06,0.052690515,0.005119549,0.00881943,0.00114673,0.000794239,0.00158503,0.002568098,0.017447486,0.007950974,0.000788741,0.000592612,0.000560678,0.001667884,0.001634064,0.000400343,0.331438445,0.000853109,0.020560878,0.038770625,0.195042919,0.124126864,0.000419265,0.000344135,0.000706192,0.140182166,0.04995445,0.00282169,5.82274e-05,0.046858612,0.076093669,0.061476141,0.006328125,0.000190993,0.006648315,0.002736159,0.022401024,0.00219668,0.036241156,0.02025103,0.001914747,0.005582503,0.002834941,0.114051251,0.091352085,0.114051251,0.016871185,0.128657675,0.016465467,0.00205034,0.002748329,0.00083256,0.015547518,0.000707029,0.033857298,0.001493131,0.24740434,0.175832713,0.007718793
VTA,0.005557741,0.306420986,0.12961045,0.003291335,0.003767893,0.001205455,0.023152973,0.063577707,2.09849e-06,0.009316121,0.00465806,0.009252015,0.013766579,0.003685669,0.0,0.095630046,0.07885115,0.001482775,0.012478142,0.016168194,0.02143593,0.01785902,0.012921325,0.063295113,0.005603664,0.002572569,0.128040165,0.000372849,0.012151549,0.015603399,0.013877474,0.0,0.062557975,0.002958785,0.002983882,0.006093701,0.227790092,0.002669351,0.001836585,0.02533231,0.0,0.044414017,0.0,0.0,0.0,0.00884162,0.0,0.387442507,0.027800363,0.001082566,0.000725908,0.001930302,0.002391281,0.0,0.000765816,2.92615e-05,7.74231e-05,0.028835308,0.0,0.751721079,0.057224153,0.0,0.0,0.0,0.013584875,0.0,0.0,0.037633022,0.018816511,0.002801271,0.017588841,0.0,0.0,0.375187678,0.005695856,0.0,0.0,0.0,0.0,0.008702715,0.01251635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111172029,0.0,0.0,0.020455364,0.0,0.026841398,0.013031728,0.008687818,0.013031728,0.005818448,0.0,0.815294821,0.011632552,0.0,0.0,0.0,0.0,0.0,0.004669872,0.0,0.0,0.0
